                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    264,                0.50506,                0.44825,                0.56776,                0.81158,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00012667,             0.00012667,             0.00012667
                    265,                0.42774,                0.39673,                  0.573,                0.82829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00012333,             0.00012333,             0.00012333
                    266,                0.57118,                0.47764,                0.61047,                0.82686,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00012,                0.00012,                0.00012
                    267,                0.41317,                0.37786,                0.58624,                0.86596,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00011667,             0.00011667,             0.00011667
                    268,                 0.5006,                0.49499,                0.56419,                0.83185,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00011333,             0.00011333,             0.00011333
                    269,                0.43238,                0.39766,                0.55756,                0.85795,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00011,                0.00011,                0.00011
                    270,                0.41371,                0.42768,                0.55328,                0.86373,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00010667,             0.00010667,             0.00010667
                    271,                0.42046,                0.43706,                0.54996,                0.84712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00010333,             0.00010333,             0.00010333
                    272,                0.42474,                0.34037,                0.58204,                0.87624,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    273,                0.49051,                0.38673,                0.81377,                0.97039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             9.6668e-05,             9.6668e-05,             9.6668e-05
                    274,                0.42199,                0.48709,                0.57221,                0.86357,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             9.3334e-05,             9.3334e-05,             9.3334e-05
                    275,                0.45289,                0.37305,                0.70958,                 0.9111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             9.0001e-05,             9.0001e-05,             9.0001e-05
                    276,                0.45591,                0.44253,                0.54192,                 0.8364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             8.6668e-05,             8.6668e-05,             8.6668e-05
                    277,                0.39645,                0.41145,                0.54071,                0.87173,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             8.3334e-05,             8.3334e-05,             8.3334e-05
                    278,                0.45063,                0.41244,                0.60835,                0.90355,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             8.0001e-05,             8.0001e-05,             8.0001e-05
                    279,                0.45706,                0.39129,                0.61914,                0.85794,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             7.6668e-05,             7.6668e-05,             7.6668e-05
                    280,                0.42093,                0.42854,                0.53508,                0.80758,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             7.3334e-05,             7.3334e-05,             7.3334e-05
                    281,                0.42395,                0.34289,                0.59582,                0.84362,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             7.0001e-05,             7.0001e-05,             7.0001e-05
                    282,                0.42303,                 0.3911,                0.61591,                0.87056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             6.6668e-05,             6.6668e-05,             6.6668e-05
                    283,                0.58414,                 0.4202,                 1.0315,                0.99639,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             6.3334e-05,             6.3334e-05,             6.3334e-05
                    284,                0.42893,                0.44483,                0.60865,                 0.8999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             6.0001e-05,             6.0001e-05,             6.0001e-05
                    285,                0.43371,                0.37805,                0.54411,                0.83809,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             5.6668e-05,             5.6668e-05,             5.6668e-05
                    286,                0.48088,                0.37351,                0.56983,                0.83635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             5.3334e-05,             5.3334e-05,             5.3334e-05
                    287,                0.40787,                0.43535,                0.58671,                0.84396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             5.0001e-05,             5.0001e-05,             5.0001e-05
                    288,                0.40569,                 0.4818,                0.59268,                0.86136,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             4.6668e-05,             4.6668e-05,             4.6668e-05
                    289,                0.43248,                0.32912,                0.64326,                0.90013,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             4.3334e-05,             4.3334e-05,             4.3334e-05
                    290,                0.39345,                0.32385,                0.55241,                0.82901,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             4.0001e-05,             4.0001e-05,             4.0001e-05
                    291,                0.57833,                 0.5135,                0.68839,                0.80158,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             3.6668e-05,             3.6668e-05,             3.6668e-05
                    292,                0.55302,                0.39265,                0.68496,                0.85966,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             3.3334e-05,             3.3334e-05,             3.3334e-05
                    293,                0.60516,                0.39818,                0.79393,                0.90335,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             3.0001e-05,             3.0001e-05,             3.0001e-05
                    294,                0.55451,                0.40639,                0.90505,                0.95636,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             2.6668e-05,             2.6668e-05,             2.6668e-05
                    295,                 0.4119,                0.45473,                0.58717,                0.84744,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             2.3334e-05,             2.3334e-05,             2.3334e-05
                    296,                0.63562,                0.85643,                   1.01,                 1.0263,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             2.0001e-05,             2.0001e-05,             2.0001e-05
                    297,                0.59143,                0.50139,                0.67155,                0.83806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             1.6668e-05,             1.6668e-05,             1.6668e-05
                    298,                0.49733,                0.56171,                0.64398,                0.83616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             1.3334e-05,             1.3334e-05,             1.3334e-05
                    299,                0.49623,                0.41121,                0.63506,                0.82764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             1.0001e-05,             1.0001e-05,             1.0001e-05
                    300,                0.51205,                0.60561,                0.71846,                0.94672,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             6.6677e-06,             6.6677e-06,             6.6677e-06
